fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
43139.00;0.28;0.40;43192.00;0.05;4.00;10.00;0.99;12114.00;0.70;43324.00;7.00
43198.00;0.25;0.39;2.00;0.04;4.00;10.00;0.99;46447.00;0.71;43232.00;7.00
43139.00;0.28;0.40;43192.00;0.05;4.00;10.00;0.99;12114.00;0.70;43324.00;7.00
43197.00;0.53;0.12;43344.00;0.17;4.00;12.00;1.00;46082.00;0.86;43140.00;5.00
43258.00;0.48;0.31;43314.00;0.07;4.00;15.00;1.00;44621.00;0.55;43169.00;6.00
43166.00;0.49;0.10;43253.00;0.07;4.00;14.00;1.00;43162.00;0.47;43230.00;5.00
43355.00;0.50;0.55;43314.00;0.07;7.00;24.00;1.00;43346.00;0.68;43353.00;6.00
43322.00;0.45;0.33;43222.00;0.10;20.00;38.00;1.00;45352.00;0.71;43322.00;5.00
43349.00;0.39;0.24;43102.00;0.10;4.00;7.00;0.99;16132.00;0.58;43201.00;4.00
43263.00;0.41;0.54;43314.00;0.10;19.00;41.00;1.00;44256.00;0.76;43170.00;6.00
43322.00;0.45;0.33;43222.00;0.10;20.00;38.00;1.00;45352.00;0.71;43322.00;5.00
43321.00;0.51;0.19;43134.00;0.08;8.00;30.00;1.00;44986.00;0.58;43230.00;6.00
43322.00;0.29;0.42;43252.00;0.08;19.00;27.00;1.00;46813.00;0.73;43354.00;6.00
43107.00;0.72;0.00;12816.00;0.07;21.00;47.00;1.00;47178.00;0.45;43199.00;5.00
43109.00;0.66;0.15;43134.00;0.10;9.00;59.00;1.00;46813.00;0.54;43260.00;5.00
7.00;0.69;0.00;43344.00;0.10;9.00;22.00;1.00;12479.00;0.60;43290.00;5.00
43347.00;0.42;0.00;43102.00;0.05;16.00;42.00;0.99;25993.00;0.74;14.00;7.00
43287.00;0.54;0.13;2.00;0.08;15.00;36.00;1.00;22341.00;0.64;43321.00;5.00
43287.00;0.54;0.13;2.00;0.08;15.00;36.00;1.00;22341.00;0.64;43321.00;5.00
43107.00;0.48;0.28;43314.00;0.07;6.00;16.00;1.00;45352.00;0.53;43169.00;5.00
43107.00;0.46;0.14;43314.00;0.08;15.00;37.00;1.00;13210.00;0.49;43291.00;5.00
43227.00;0.27;0.34;43161.00;0.05;4.00;8.00;1.00;43193.00;0.64;11.00;7.00
43107.00;0.46;0.14;43314.00;0.08;15.00;37.00;1.00;13210.00;0.49;43291.00;5.00
43319.00;0.57;0.09;43161.00;0.07;34.00;45.00;0.99;16862.00;0.74;43293.00;8.00
43348.00;0.61;0.08;43102.00;0.07;16.00;24.00;0.99;20515.00;0.77;43111.00;6.00
43227.00;0.69;0.07;43222.00;0.06;5.00;9.00;1.00;13940.00;0.55;43353.00;4.00
43348.00;0.61;0.08;43102.00;0.07;16.00;24.00;0.99;20515.00;0.77;43111.00;6.00
43200.00;0.44;0.42;43221.00;0.15;34.00;48.00;1.00;13940.00;0.86;43352.00;3.00
43262.00;0.47;0.44;43252.00;0.15;36.00;51.00;1.00;13940.00;0.86;43352.00;4.00
43320.00;0.69;0.26;43252.00;0.09;16.00;23.00;1.00;11749.00;0.47;43199.00;5.00
43258.00;0.67;0.10;43221.00;0.07;27.00;55.00;1.00;14305.00;0.51;43168.00;5.00
43287.00;0.28;0.28;43192.00;0.01;36.00;100.00;0.99;46082.00;0.39;43292.00;7.00
43287.00;0.28;0.28;43192.00;0.01;36.00;100.00;0.99;46082.00;0.39;43292.00;7.00
43110.00;0.31;0.35;43252.00;0.08;9.00;28.00;1.00;45352.00;0.83;43142.00;7.00
6.00;0.50;0.04;43133.00;0.09;13.00;26.00;1.00;16862.00;0.47;10.00;5.00
43111.00;0.42;0.47;23774.00;0.09;9.00;34.00;1.00;45352.00;0.77;43112.00;7.00
43257.00;0.66;0.00;3.00;0.12;21.00;31.00;1.00;16497.00;0.63;43169.00;5.00
43261.00;0.50;0.45;43253.00;0.12;34.00;68.00;1.00;44986.00;0.72;43353.00;6.00
43107.00;0.69;0.35;2.00;0.09;9.00;92.00;1.00;46813.00;0.62;43199.00;5.00
43352.00;0.25;0.46;43282.00;0.06;26.00;42.00;1.00;43160.00;0.83;43261.00;6.00
43196.00;0.64;0.21;43313.00;0.08;14.00;31.00;1.00;21610.00;0.66;43321.00;5.00
43196.00;0.64;0.21;43313.00;0.08;14.00;31.00;1.00;21610.00;0.66;43321.00;5.00
43197.00;0.68;0.16;43313.00;0.08;12.00;39.00;1.00;43223.00;0.70;43352.00;6.00
43196.00;0.64;0.21;43313.00;0.08;14.00;31.00;1.00;21610.00;0.66;43321.00;5.00
43196.00;0.63;0.21;43252.00;0.08;12.00;32.00;1.00;21245.00;0.66;43321.00;5.00
43168.00;0.43;0.44;43344.00;0.09;9.00;22.00;1.00;46813.00;0.55;43229.00;5.00
43168.00;0.43;0.44;43344.00;0.09;9.00;22.00;1.00;46813.00;0.55;43229.00;5.00
8.00;0.42;0.32;43222.00;0.08;26.00;122.00;1.00;44621.00;43282.00;43290.00;5.00
43168.00;0.36;0.39;43221.00;0.08;41.00;55.00;1.00;17227.00;0.73;43353.00;6.00
43168.00;0.36;0.39;43221.00;0.08;41.00;55.00;1.00;17227.00;0.73;43353.00;6.00
43258.00;0.74;0.02;43222.00;0.07;10.00;14.00;1.00;18688.00;0.71;43292.00;7.00
43168.00;0.36;0.39;43221.00;0.08;41.00;55.00;1.00;17227.00;0.73;43353.00;6.00
43139.00;0.26;0.34;43222.00;0.07;16.00;47.00;1.00;43193.00;0.78;43170.00;7.00
43292.00;0.28;0.47;43282.00;0.05;17.00;32.00;1.00;42064.00;0.67;43261.00;7.00
43318.00;0.56;0.22;43313.00;0.07;15.00;24.00;0.99;43193.00;0.82;43142.00;6.00
43138.00;0.62;0.06;43283.00;0.08;15.00;85.00;1.00;18688.00;0.54;43229.00;5.00
43317.00;43101.00;0.66;2.00;0.04;15.00;88.00;0.99;24167.00;0.60;43231.00;6.00
43227.00;0.42;0.32;43283.00;0.07;7.00;25.00;1.00;45352.00;0.44;43200.00;5.00
43138.00;0.62;0.06;43222.00;0.08;17.00;84.00;1.00;18688.00;0.53;43290.00;5.00
43138.00;0.62;0.06;43283.00;0.08;15.00;85.00;1.00;18688.00;0.54;43229.00;5.00
43138.00;0.64;0.07;43253.00;0.08;16.00;86.00;1.00;18688.00;0.54;43290.00;5.00
43318.00;0.49;0.22;43161.00;0.07;13.00;24.00;0.99;15036.00;0.83;43170.00;6.00
43349.00;0.51;0.23;2.00;0.07;13.00;22.00;0.99;43193.00;0.84;43142.00;6.00
43318.00;0.56;0.22;43313.00;0.07;15.00;24.00;0.99;43193.00;0.82;43142.00;6.00
43258.00;0.63;0.03;2.00;0.08;27.00;43.00;1.00;16132.00;0.64;43353.00;6.00
43288.00;0.72;0.01;43102.00;0.06;31.00;43.00;0.99;15036.00;0.57;43323.00;6.00
43349.00;0.56;0.03;43221.00;0.09;36.00;46.00;1.00;19419.00;0.57;43261.00;5.00
43166.00;0.35;0.24;2.00;0.07;28.00;48.00;1.00;15766.00;0.54;10.00;4.00
43109.00;0.21;0.37;43252.00;0.07;6.00;10.00;1.00;44986.00;0.58;43111.00;7.00
43200.00;0.38;0.46;43102.00;0.10;6.00;10.00;1.00;43437.00;0.65;43323.00;7.00
43320.00;0.31;0.40;43314.00;0.11;7.00;16.00;1.00;11383.00;0.79;43323.00;7.00
43107.00;0.47;0.00;43133.00;0.07;7.00;14.00;1.00;43193.00;0.58;43353.00;4.00
43288.00;0.72;0.01;43102.00;0.06;31.00;43.00;0.99;15036.00;0.57;43323.00;6.00
43320.00;0.61;0.19;4.00;0.09;30.00;69.00;1.00;44621.00;0.50;10.00;6.00
43138.00;0.60;0.04;43222.00;0.08;18.00;88.00;1.00;19419.00;0.55;43229.00;5.00
43140.00;0.56;0.18;43252.00;0.08;10.00;21.00;1.00;42064.00;0.49;43352.00;5.00
43258.00;0.72;0.00;43102.00;0.07;30.00;35.00;1.00;17593.00;0.65;43201.00;6.00
43198.00;0.31;0.29;43103.00;0.19;14.00;26.00;1.00;44621.00;0.78;12.00;6.00
43138.00;0.60;0.04;43222.00;0.08;18.00;88.00;1.00;19419.00;0.55;43229.00;5.00
43320.00;0.61;0.19;4.00;0.09;30.00;69.00;1.00;44621.00;0.50;10.00;6.00
43351.00;0.75;0.14;43222.00;0.09;9.00;30.00;1.00;12479.00;0.64;43230.00;5.00
9.00;0.80;0.12;43192.00;0.08;8.00;28.00;1.00;12114.00;0.65;43200.00;6.00
43291.00;0.52;0.38;43253.00;0.07;29.00;56.00;1.00;42064.00;0.79;43112.00;7.00
43318.00;0.57;0.00;43222.00;0.07;32.00;64.00;0.99;15766.00;0.56;43142.00;6.00
43291.00;0.90;0.34;43257.00;0.11;23.00;99.00;1.00;44621.00;0.68;43168.00;5.00
43138.00;0.34;0.24;2.00;0.07;30.00;52.00;1.00;16132.00;0.58;43110.00;5.00
43138.00;0.66;0.03;43161.00;0.08;16.00;86.00;1.00;19419.00;0.57;43290.00;5.00
43110.00;0.45;0.23;43344.00;0.08;10.00;18.00;1.00;44621.00;0.65;43168.00;6.00
43138.00;0.66;0.03;43161.00;0.08;16.00;86.00;1.00;19419.00;0.57;43290.00;5.00
43138.00;0.63;0.03;43133.00;0.08;17.00;88.00;1.00;19419.00;0.58;43321.00;6.00
43107.00;0.59;0.01;43161.00;0.08;27.00;43.00;1.00;15401.00;0.58;43291.00;6.00
43167.00;0.31;0.39;43192.00;0.08;17.00;43.00;0.99;11383.00;0.77;43232.00;7.00
43107.00;0.59;0.01;43161.00;0.08;27.00;43.00;1.00;15401.00;0.58;43291.00;6.00
43167.00;0.31;0.39;43192.00;0.08;17.00;43.00;0.99;11383.00;0.77;43232.00;7.00
43167.00;43132.00;0.02;43193.00;0.08;6.00;11.00;1.00;17593.00;0.49;11.00;3.00
43351.00;0.31;0.36;43253.00;0.06;10.00;39.00;1.00;43193.00;0.69;43323.00;5.00
43197.00;0.64;0.10;43192.00;0.08;16.00;33.00;1.00;21245.00;0.69;43322.00;7.00
43197.00;0.64;0.10;43192.00;0.08;16.00;33.00;1.00;21245.00;0.69;43322.00;7.00
43318.00;0.59;0.06;6.00;0.06;11.00;18.00;1.00;15036.00;0.59;43322.00;7.00
43318.00;0.59;0.06;6.00;0.06;11.00;18.00;1.00;15036.00;0.59;43322.00;7.00
43140.00;0.58;0.20;3.00;0.08;15.00;115.00;1.00;44986.00;0.59;43229.00;5.00
43138.00;0.54;0.27;43253.00;0.08;12.00;78.00;1.00;14305.00;0.71;11.00;5.00
43106.00;0.56;0.00;43133.00;0.08;6.00;9.00;0.99;21610.00;0.54;43231.00;6.00
43197.00;0.52;0.13;43192.00;0.08;34.00;61.00;1.00;15766.00;0.59;43322.00;6.00
43166.00;0.31;0.39;43132.00;0.06;7.00;11.00;0.99;47178.00;0.52;43231.00;6.00
43168.00;0.38;0.48;43315.00;0.13;3.00;11.00;1.00;44986.00;0.57;43144.00;6.00
43109.00;0.28;0.46;9.00;0.11;3.00;9.00;1.00;43160.00;0.60;43353.00;6.00
10.00;0.46;0.44;43345.00;0.07;4.00;8.00;1.00;12114.00;0.62;43143.00;6.00
43199.00;0.40;0.46;43255.00;0.09;3.00;10.00;1.00;46447.00;0.64;43143.00;7.00
43166.00;0.31;0.39;43132.00;0.06;7.00;11.00;0.99;47178.00;0.52;43231.00;6.00
43259.00;0.32;0.40;43133.00;0.08;3.00;6.00;1.00;46447.00;0.67;43354.00;6.00
43164.00;0.72;0.19;43221.00;0.16;7.00;62.00;0.99;22706.00;0.61;11.00;5.00
43318.00;0.41;0.31;43320.00;0.08;26.00;45.00;1.00;13940.00;0.64;43110.00;6.00
43198.00;0.36;0.32;43133.00;0.08;32.00;79.00;1.00;43162.00;0.72;11.00;6.00
43198.00;0.62;0.12;43313.00;0.07;38.00;46.00;1.00;13940.00;0.89;43323.00;6.00
43260.00;0.41;0.37;43161.00;0.09;10.00;23.00;1.00;45352.00;0.56;43230.00;5.00
43198.00;0.36;0.32;43133.00;0.08;32.00;79.00;1.00;43162.00;0.72;11.00;6.00
43198.00;0.62;0.12;43313.00;0.07;38.00;46.00;1.00;13940.00;0.89;43323.00;6.00
43318.00;0.41;0.31;43320.00;0.08;26.00;45.00;1.00;13940.00;0.64;43110.00;6.00
43259.00;0.47;0.27;43161.00;0.06;14.00;28.00;1.00;43160.00;0.80;43142.00;5.00
43259.00;0.22;0.36;43344.00;0.06;53.00;77.00;1.00;17227.00;0.87;11.00;7.00
43199.00;0.24;0.33;43161.00;0.06;52.00;73.00;1.00;17227.00;0.90;43141.00;6.00
43198.00;0.67;0.19;43133.00;0.09;11.00;75.00;1.00;43134.00;0.59;43140.00;4.00
43259.00;0.47;0.27;43161.00;0.06;14.00;28.00;1.00;43160.00;0.80;43142.00;5.00
43289.00;0.33;0.38;43162.00;0.06;10.00;19.00;0.99;43162.00;0.73;12.00;7.00
43257.00;0.61;0.01;43344.00;0.08;8.00;25.00;1.00;25263.00;0.73;43230.00;5.00
43197.00;0.61;0.01;2.00;0.07;13.00;38.00;1.00;17593.00;0.65;43321.00;5.00
43258.00;0.40;0.29;43344.00;0.08;29.00;66.00;1.00;16497.00;0.59;43229.00;6.00
43197.00;0.61;0.01;2.00;0.07;13.00;38.00;1.00;17593.00;0.65;43321.00;5.00
43257.00;0.61;0.01;43344.00;0.08;8.00;25.00;1.00;25263.00;0.73;43230.00;5.00
43320.00;0.30;0.38;43161.00;0.06;19.00;72.00;1.00;14305.00;0.72;43323.00;6.00
43320.00;0.30;0.38;43161.00;0.06;19.00;72.00;1.00;14305.00;0.72;43323.00;6.00
12.00;0.63;0.50;43191.00;0.07;6.00;26.00;1.00;43284.00;0.60;43200.00;4.00
43138.00;0.38;0.38;43314.00;0.07;23.00;42.00;0.99;12479.00;0.72;43355.00;7.00
43137.00;0.46;0.17;43252.00;0.07;7.00;11.00;0.99;22341.00;0.54;43201.00;5.00
43260.00;0.33;0.52;43133.00;0.07;13.00;25.00;1.00;13210.00;0.76;43202.00;7.00
43352.00;0.27;0.49;5.00;0.08;9.00;17.00;0.99;43525.00;0.52;43232.00;7.00
43110.00;0.43;0.40;43253.00;0.09;13.00;52.00;1.00;44621.00;0.64;10.00;7.00
43321.00;0.50;0.34;43161.00;0.09;10.00;45.00;1.00;45352.00;0.60;43290.00;7.00
43167.00;0.30;0.49;43315.00;0.09;11.00;24.00;0.99;46447.00;0.64;43112.00;7.00
43141.00;0.44;0.42;2.00;0.07;7.00;20.00;1.00;41699.00;0.79;43111.00;7.00
43141.00;0.44;0.58;43104.00;0.09;11.00;24.00;1.00;47178.00;0.99;12.00;7.00
43167.00;0.28;0.48;43102.00;0.09;6.00;12.00;0.99;46082.00;0.62;43202.00;7.00
43351.00;0.12;0.45;43313.00;0.08;10.00;21.00;1.00;15036.00;0.76;43354.00;7.00
43351.00;0.12;0.45;43313.00;0.08;10.00;21.00;1.00;15036.00;0.76;43354.00;7.00
43351.00;0.12;0.45;43313.00;0.08;10.00;21.00;1.00;15036.00;0.76;43354.00;7.00
43167.00;0.28;0.48;43102.00;0.09;6.00;12.00;0.99;46082.00;0.62;43202.00;7.00
43139.00;0.31;0.40;43133.00;0.06;6.00;10.00;1.00;11383.00;0.68;43142.00;7.00
43141.00;0.34;0.48;43102.00;0.05;5.00;9.00;0.99;43134.00;0.69;43112.00;7.00
43258.00;0.43;0.40;43283.00;0.08;6.00;11.00;1.00;16132.00;0.54;43143.00;6.00
43228.00;0.21;0.52;43344.00;0.09;9.00;23.00;1.00;13210.00;0.67;43200.00;5.00
9.00;0.36;0.52;43102.00;0.11;5.00;10.00;1.00;11383.00;0.62;43170.00;6.00
43229.00;0.37;0.52;2.00;0.09;12.00;51.00;1.00;47178.00;0.58;43111.00;6.00
43196.00;0.57;0.12;43161.00;0.12;25.00;36.00;1.00;17227.00;0.71;43170.00;7.00
8.00;0.59;0.05;2.00;0.09;12.00;32.00;1.00;13210.00;0.61;10.00;5.00
43228.00;0.47;0.27;43344.00;0.06;18.00;38.00;1.00;42430.00;0.85;43111.00;6.00
43107.00;0.56;0.14;43252.00;0.08;7.00;18.00;1.00;46447.00;0.62;43168.00;5.00
43257.00;0.57;0.02;43102.00;0.12;6.00;16.00;1.00;13940.00;0.69;43229.00;5.00
43320.00;0.27;0.39;2.00;0.10;20.00;27.00;1.00;42064.00;0.69;43142.00;6.00
43228.00;0.47;0.27;43344.00;0.06;18.00;38.00;1.00;42430.00;0.85;43111.00;6.00
43167.00;0.34;0.40;43192.00;0.07;24.00;48.00;1.00;12479.00;0.86;11.00;6.00
9.00;0.38;0.41;43192.00;0.10;6.00;10.00;1.00;41334.00;0.58;43354.00;7.00
43228.00;0.66;0.20;43102.00;0.10;23.00;113.00;1.00;41334.00;0.48;43140.00;5.00
9.00;0.40;0.43;43192.00;0.07;29.00;46.00;0.99;43134.00;0.60;43143.00;6.00
43287.00;0.56;0.09;43345.00;0.08;7.00;22.00;1.00;16862.00;0.61;43141.00;5.00
43200.00;0.26;0.48;43344.00;0.07;6.00;10.00;1.00;12114.00;0.87;43353.00;6.00
43200.00;0.26;0.48;43344.00;0.07;6.00;10.00;1.00;12114.00;0.87;43353.00;6.00
43110.00;0.38;0.50;43192.00;0.10;6.00;13.00;1.00;44621.00;0.65;43262.00;7.00
43228.00;0.34;0.44;43282.00;0.08;6.00;12.00;1.00;19054.00;0.63;43291.00;5.00
43320.00;0.33;0.41;43348.00;0.07;7.00;13.00;1.00;43162.00;0.62;43112.00;7.00
43138.00;0.41;0.30;43102.00;0.08;35.00;72.00;1.00;16132.00;0.52;43199.00;5.00
43138.00;0.41;0.30;43102.00;0.08;35.00;72.00;1.00;16132.00;0.52;43199.00;5.00
43198.00;0.59;0.29;43253.00;0.11;31.00;119.00;1.00;42064.00;0.50;43109.00;5.00
7.00;0.40;0.32;43254.00;0.06;9.00;29.00;0.99;46813.00;0.49;43170.00;7.00
43143.00;0.45;0.49;43191.00;0.08;3.00;6.00;1.00;41334.00;0.63;43200.00;5.00
43109.00;0.50;0.30;43344.00;0.07;8.00;17.00;1.00;11749.00;0.71;43230.00;6.00
43229.00;0.86;0.26;43344.00;0.08;13.00;28.00;1.00;45717.00;0.62;10.00;5.00
43166.00;0.52;0.32;43102.00;0.07;51.00;70.00;0.99;12479.00;0.82;43355.00;6.00
43109.00;0.50;0.30;43344.00;0.07;8.00;17.00;1.00;11749.00;0.71;43230.00;6.00
43143.00;0.45;0.49;43191.00;0.08;3.00;6.00;1.00;41334.00;0.63;43200.00;5.00
43197.00;0.58;0.00;2.00;0.06;7.00;11.00;1.00;16497.00;0.58;43170.00;6.00
43321.00;0.34;0.39;43191.00;0.07;3.00;7.00;0.99;43525.00;0.55;43201.00;7.00
43107.00;0.36;0.30;43252.00;0.08;35.00;70.00;1.00;16132.00;0.50;43199.00;5.00
43288.00;0.39;0.12;43282.00;0.10;19.00;27.00;1.00;42430.00;0.49;43199.00;5.00
43290.00;0.30;0.40;43221.00;0.07;14.00;21.00;1.00;41699.00;0.51;43353.00;6.00
43288.00;0.39;0.12;43282.00;0.10;19.00;27.00;1.00;42430.00;0.49;43199.00;5.00
43107.00;0.34;0.28;2.00;0.08;31.00;68.00;1.00;16497.00;0.48;43199.00;5.00
43226.00;0.40;0.10;2.00;0.08;30.00;47.00;1.00;13210.00;0.48;43199.00;6.00
43107.00;0.34;0.28;2.00;0.08;31.00;68.00;1.00;16497.00;0.48;43199.00;5.00
10.00;0.35;0.45;43222.00;0.09;20.00;88.00;1.00;42064.00;0.43;43199.00;5.00
43288.00;0.60;0.06;2.00;0.08;19.00;41.00;1.00;14305.00;0.62;43110.00;6.00
43256.00;0.66;0.00;43133.00;0.09;3.00;11.00;0.99;25993.00;0.63;43324.00;7.00
43256.00;0.66;0.00;43133.00;0.09;3.00;11.00;0.99;25993.00;0.63;43324.00;7.00
43351.00;0.84;0.34;43191.00;0.05;4.00;10.00;1.00;43437.00;0.48;43109.00;6.00
43196.00;0.69;0.00;23743.00;0.06;7.00;12.00;0.99;17227.00;0.53;43355.00;6.00
43227.00;0.43;0.30;43133.00;0.06;6.00;12.00;0.99;16132.00;0.72;43231.00;7.00
43352.00;0.35;0.38;43221.00;0.06;31.00;47.00;1.00;46082.00;0.82;43261.00;7.00
43109.00;0.29;0.33;43222.00;0.06;13.00;27.00;1.00;46082.00;0.84;43292.00;7.00
43318.00;0.36;0.32;43313.00;0.07;4.00;8.00;0.99;13210.00;0.55;43324.00;7.00
43139.00;0.43;0.29;43252.00;0.08;27.00;45.00;1.00;45717.00;0.54;43169.00;5.00
43318.00;0.36;0.32;43313.00;0.07;4.00;8.00;0.99;13210.00;0.55;43324.00;7.00
43109.00;0.29;0.33;43222.00;0.06;13.00;27.00;1.00;46082.00;0.84;43292.00;7.00
43109.00;0.30;0.34;2.00;0.06;12.00;25.00;1.00;46082.00;0.84;43292.00;7.00
43351.00;0.35;0.40;43254.00;0.11;12.00;24.00;1.00;44986.00;0.70;12.00;7.00
43260.00;0.50;0.36;43314.00;0.12;26.00;55.00;1.00;43160.00;0.68;43353.00;5.00
43351.00;0.28;0.45;43282.00;0.07;7.00;12.00;0.99;45717.00;0.55;43171.00;7.00
43351.00;0.32;0.31;2.00;0.09;12.00;19.00;1.00;42795.00;0.55;43200.00;6.00
43288.00;1.01;0.15;43102.00;0.10;11.00;32.00;1.00;44986.00;0.48;10.00;5.00
43227.00;0.71;0.00;43252.00;0.09;22.00;31.00;1.00;13940.00;0.58;10.00;6.00
8.00;0.58;0.16;2.00;0.12;3.00;7.00;0.99;44621.00;0.58;43142.00;6.00
43230.00;0.39;0.46;43133.00;0.08;14.00;27.00;1.00;43254.00;0.84;43201.00;6.00
43351.00;0.38;0.40;43133.00;0.07;12.00;28.00;0.99;46447.00;0.75;43263.00;7.00
8.00;0.18;0.37;0.90;0.05;36.00;109.00;0.99;32540.00;0.44;43293.00;6.00
8.00;0.18;0.37;0.90;0.05;36.00;109.00;0.99;32540.00;0.44;43293.00;6.00
7.00;0.50;0.14;43313.00;0.08;10.00;23.00;1.00;19419.00;0.61;43200.00;5.00
43170.00;0.36;0.66;43192.00;0.12;3.00;8.00;1.00;43134.00;0.53;43354.00;6.00
43170.00;0.36;0.66;43192.00;0.12;3.00;8.00;1.00;43134.00;0.53;43354.00;6.00
7.00;0.51;0.09;43102.00;0.06;4.00;9.00;1.00;12844.00;0.54;43230.00;5.00
43139.00;0.32;0.42;43161.00;0.10;3.00;9.00;1.00;46447.00;0.55;43171.00;6.00
43288.00;0.58;0.01;43313.00;0.09;12.00;18.00;1.00;11749.00;0.56;43230.00;7.00
43259.00;0.83;0.00;43314.00;0.10;17.00;43.00;1.00;12114.00;0.60;43200.00;6.00
43350.00;0.31;0.32;43344.00;0.07;14.00;36.00;0.99;15036.00;0.56;43263.00;6.00
43196.00;0.80;0.00;43133.00;0.07;28.00;52.00;0.99;17958.00;0.52;43262.00;5.00
43138.00;0.34;0.21;43222.00;0.08;41.00;68.00;1.00;13575.00;0.54;43110.00;6.00
43288.00;0.58;0.01;43313.00;0.09;12.00;18.00;1.00;11749.00;0.56;43230.00;7.00
43107.00;0.59;0.00;43102.00;0.09;9.00;14.00;0.99;15401.00;0.55;43231.00;7.00
43166.00;0.55;0.01;43313.00;0.09;9.00;15.00;1.00;12844.00;0.58;11.00;7.00
43108.00;0.82;0.00;43104.00;0.10;5.00;14.00;1.00;13210.00;0.53;43260.00;5.00
43227.00;0.57;0.08;43253.00;0.09;14.00;27.00;1.00;43162.00;0.59;43200.00;6.00
43351.00;0.75;0.18;43222.00;0.08;15.00;48.00;1.00;43134.00;0.47;43290.00;6.00
43110.00;0.37;0.34;43192.00;0.09;5.00;17.00;1.00;42795.00;0.65;43261.00;7.00
43258.00;0.31;0.34;43222.00;0.08;26.00;35.00;0.99;44621.00;0.59;43232.00;7.00
43166.00;0.91;0.10;43313.00;0.07;20.00;56.00;1.00;12844.00;0.56;43140.00;5.00
43289.00;0.41;0.41;43137.00;0.08;25.00;42.00;1.00;45352.00;0.77;43263.00;7.00
43351.00;0.50;0.21;43133.00;0.09;21.00;39.00;1.00;12114.00;0.83;43111.00;6.00
43197.00;0.97;0.00;43133.00;0.09;16.00;32.00;1.00;21245.00;0.67;43141.00;5.00
43349.00;0.49;0.19;43282.00;0.08;13.00;26.00;1.00;13940.00;0.64;43321.00;6.00
43351.00;0.50;0.21;43133.00;0.09;21.00;39.00;1.00;12114.00;0.83;43111.00;6.00
43229.00;0.39;0.41;43351.00;0.07;18.00;39.00;1.00;47178.00;0.81;43353.00;7.00
43196.00;0.39;0.33;43162.00;0.05;12.00;53.00;0.99;13210.00;0.62;43143.00;6.00
43349.00;0.44;0.00;43191.00;0.07;32.00;38.00;0.99;11749.00;0.58;43201.00;6.00
43258.00;0.78;0.00;43282.00;0.08;33.00;45.00;1.00;11383.00;0.62;43291.00;6.00
43107.00;0.43;0.17;43313.00;0.08;27.00;51.00;1.00;17958.00;0.64;43200.00;5.00
43168.00;0.49;0.36;43282.00;0.08;3.00;14.00;1.00;46447.00;0.78;43353.00;6.00
43168.00;0.50;0.36;43313.00;0.08;6.00;17.00;1.00;46447.00;0.77;43322.00;6.00
43107.00;0.43;0.17;43313.00;0.08;27.00;51.00;1.00;17958.00;0.64;43200.00;5.00
43228.00;0.46;0.59;43191.00;0.41;16.00;45.00;1.00;43162.00;12420.00;43140.00;5.00
43256.00;0.61;0.05;43192.00;0.07;19.00;25.00;0.99;20515.00;0.55;43355.00;5.00
43167.00;0.33;0.42;43161.00;0.07;9.00;20.00;0.99;13940.00;0.77;43293.00;7.00
43139.00;0.64;0.27;2.00;0.10;5.00;77.00;1.00;41334.00;0.62;43109.00;6.00
43139.00;0.64;0.27;2.00;0.10;5.00;77.00;1.00;41334.00;0.62;43109.00;6.00
43351.00;0.48;0.53;4.00;0.10;3.00;10.00;1.00;44256.00;0.59;43112.00;7.00
43258.00;0.42;0.25;43346.00;0.10;28.00;90.00;1.00;42064.00;0.57;43109.00;5.00
43352.00;0.53;0.57;43192.00;0.09;30.00;52.00;1.00;43525.00;0.76;43262.00;7.00
43351.00;0.48;0.53;4.00;0.10;3.00;10.00;1.00;44256.00;0.59;43112.00;7.00
43262.00;0.23;0.57;43313.00;0.07;3.00;8.00;1.00;41699.00;0.70;43352.00;6.00
43109.00;0.40;0.50;43313.00;0.07;7.00;16.00;0.99;44256.00;0.69;43232.00;8.00
8.00;0.38;0.44;43344.00;0.10;6.00;15.00;1.00;43162.00;0.64;43201.00;6.00
43141.00;0.29;0.65;43192.00;0.08;6.00;17.00;1.00;44621.00;0.63;43323.00;6.00
43139.00;0.74;0.09;2.00;0.07;5.00;10.00;0.99;46813.00;0.57;43323.00;6.00
43288.00;0.61;0.18;43192.00;0.08;6.00;20.00;1.00;47178.00;0.60;43141.00;6.00
43257.00;0.52;0.08;43192.00;0.07;13.00;26.00;0.99;43193.00;0.72;43232.00;7.00
43111.00;0.31;0.53;43133.00;0.06;3.00;10.00;1.00;43134.00;0.83;43353.00;7.00
43111.00;0.31;0.53;43133.00;0.06;3.00;10.00;1.00;43134.00;0.83;43353.00;7.00
8.00;0.62;0.35;43314.00;0.09;28.00;52.00;1.00;11383.00;0.62;43322.00;5.00
43168.00;0.33;0.45;43221.00;0.06;19.00;37.00;0.99;43160.00;0.89;43111.00;7.00
43227.00;0.77;0.20;43108.00;0.10;30.00;92.00;1.00;43134.00;0.58;43140.00;5.00
43138.00;0.35;0.26;43313.00;0.08;33.00;75.00;1.00;43193.00;0.58;43229.00;6.00
8.00;0.62;0.33;43283.00;0.09;16.00;37.00;1.00;11383.00;0.58;43291.00;6.00
